question	answers
If (x # y) represents the remainder that results when the positive integer x is divided by the positive integer y, what is the sum of all the possible values of y such that (16 # y) = 3?	 E)18
An investor purchased shares of stock at a certain price. If the stock increased in price Rs 0.25 per share and the total increase for the x shares was Rs 12.50, how many shares of stock had been purchased?	 B
In how many ways can 5 different candies be distributed among 4 children? (Children could get 0 candies or more than one candy)	 A) $4^5$
A is 30% more efficient than B. How much time will they, working together, take to complete a job which A along could have done in 23 days?	 E) None of these
The marked price of a clock is Rs.6400. It is to be sold at Rs.4896 at two successive discounts. If the first discount is 10%, the second discount is	 C
A dog takes 4 leaps for every 5 leaps of a hare but 3 leaps of a dog are equal to 4 leaps of the hare. Compare their speeds.	 A)16:15
A shrewd opportunist bought 50 equally priced Kale Kids in November for t dollars total. In December, he sold each Kale Kid for a profit of 100 percent. In terms of t, how much was each Kale Kid sold for?	" D) t/25

Test Question: A farmer has a rectangular field with length 60 meters and width 40 meters. He wants to put a fence around the field. If the cost of fencing is $5 per meter, how much will it cost him to fence the entire field?
O: ['A)$200', 'B)$300', 'C)$400', 'D)$500', 'E)$600']"
If a cellphone is purchased for Rs.490 and sold for Rs.465.50 find the loss percentage?	 A)5
An agent gets a 5% commission on sales of cloths. In a certain day he got $500 as commission. The cloths sold through him on that day is worth?	 C
If the ratio of the ages of Maya and Chhaya is 6:5 at present, and fifteen years from now, the ratio will get changed to 9:8, then find Maya's present age.	"Rationale: Let's assume Maya's current age is 6x years and Chhaya's current age is 5x years.

After fifteen years, Maya's age will be (6x + 15) and Chhaya's age will be (5x + 15).

Given that the ratio of their ages after fifteen years will be 9:8, we can set up the equation:

(6x + 15) / (5x + 15) = 9 / 8

Cross multiplying, we get:

8(6x + 15) = 9(5x + 15)
48x + 120 =45 x+135
3 x= -15
So, x=-5

Maya's present age =6 * (-5)= -30

Since age cannot be negative, there seems to be an issue with the given information or calculation."
Scott bought three bags of candy with 75 pieces in each one. He plans to divide all the candy evenly among seven friends. How many pieces of candy will Scott have left for himself?	 E)1
"Two trains under a controlled experiment begin at a speed of 100 mph in the opposite direction in a tunnel. A supersonic bee is left in the tunnel which can fly at a speed of 1000 mph. The tunnel is 200 miles long. When the trains start running on a constant speed of 100 mph, the supersonic bee starts flying from one train towards the other. As soon as the bee reaches the second train, it starts flying back towards the first train.
If the bee keeps flying to and fro in the tunnel till the trains collide, how much distance will it have covered in total?"	"Rationale: 
Let's first calculate the time it takes for the trains to collide. The relative speed of the two trains is 100 mph + 100 mph = 200 mph.

Time taken to collide = Distance / Relative speed
Time taken to collide = 200 miles / 200 mph
Time taken to collide = 1 hour

Now, let's consider the bee. The bee flies at a speed of 1000 mph and keeps flying back and forth between the two trains until they collide.

In one hour, the bee covers a total distance of:
Distance covered by bee in one hour = Speed * Time
Distance covered by bee in one hour = 1000 mph * 1 hour
Distance covered by bee in one hour = 1000 miles

Since the trains are moving towards each other at a combined speed of 200 mph, they will cover a distance of:
Total distance covered by both trains before collision = Relative speed * Time
Total distance covered by both trains before collision = 200 mph * 1 hour
Total distance covered by both trains before collision = 200 miles

Therefore, when the trains collide after an hour, the supersonic bee would have flown back and forth covering twice this distance.
Total distance covered by supersonic"
6 pigs cost the same as 9 sheep. 27 sheep cost the same as 30 goats. 50 goats cost the same as 3 elephants. If two elephants cost $4800, then the cost of one pig in dollar is	 A
A certain prosthodontist specializes in implanting gold and silver teeth in his patients’ mouths. He charges $650 for a gold tooth and $325 for a silver tooth. If his total fees for implanting gold and silver teeth last week were $15,925 in total, and he implanted five more gold teeth than silver teeth, how many teeth in total did he implant over the week?	 A)31
David bought 13 BMW cars for a total price of 1,105,000 dollars. If he wants to make a profit of 39,000 dollars in the deal, at what price should he sell one car?	 D)124,000$.
30% of all Huhulians own at least one TV. 24% of Huhulians who own at least one TV own at least four TV's. What percent of Huhulians own at least four TV's?	 C)7.2%
If a man reduces the selling price of a fan from Rs.400 to Rs.380, his loss increases by 2%. The cost price of the fan is	 A)Rs.480
A small business invests $9,800 in equipment to produce a product. Each unit of the product costs $0.65 to produce and is sold for $1.20. How many units of the product must be sold before the revenue received equals the total expense of production, including the initial investment in equipment?	 D)17,818
The function P~ can be expressed as 2-P for all values of P. What is the value of (7~)~?	 A) 7
A tailor had a number of shirt pieces to cut from a roll of fabric. He cut each roll of equal length into 12 pieces. He cut at the rate of 40 cuts a minute. How many rolls would be cut in 30 minutes ?	 C)107
3 men and 3 women need to be seated in 2 rows with 3 chairs in each row. All men have to be seated in the back row. How many ways can this be done?	 A
If a number is chosen at random from the set {1, 2, 3, ...., 100}, then the probability that the chosen number is a perfect cube is?	 A)1/25
A train running between two stations A and B arrives at its destination 10 minutes late when its speed is 50 km/h and 50 minutes late when its speed is 30 km/h. What is the distance between the stations A and B ?	 E
The H.C.F and L.C.M. of two numbers are 50 and 100 respectively. If the first number is divided by 2, the quotient is 50, the second number is:	 A
Bert and Ernie are among 12 tenants on Sesame Street, from which 9 tenants are to be selected for the neighborhood watch. Of the different possible selections, how many contain neither Bert nor Ernie?	 A) $110
There are N numbers of gold biscuits in the house, in which four people are lived. If the first men woke up and divided the biscuits into 5 equal piles and found one extra biscuit. He took one of those piles along with the extra biscuit and hid them. He then gathered the 4 remaining piles into a big pile, woke up the second person and went to sleep. Each of the other 3 persons did the same one by one i.e. divided the big pile into 5 equal piles and found one extra biscuit. Each hid one of the piles along with the extra biscuit and gathered the remaining 4 piles into a big pile. If N>1000, what could be the least value of N?	"Rationale: Let's start by working through the problem step by step:

1. After the first person divides the biscuits into 5 equal piles, there is one extra biscuit. So, each pile will have (N/5) + 1 biscuits.

2. The first person takes one of those piles along with the extra biscuit, which means he took ((N/5) + 1) biscuits.

3. The remaining 4 piles are combined into a big pile, which now has 4 * ((N/5) + 1) = (4N/5) + 4 biscuits.

4. When the second person wakes up and divides this big pile into 5 equal piles, they find one extra biscuit as well. So each new pile will have ((4N/5) + 4)/5 + 1 = (4N/25) + (24/5).

5. The second person takes one of these new piles along with the extra biscuit, so they take ((4N/25) + (24/5)) biscuits.

6. The remaining 4 piles are combined again into a big pile, which now has 4 * (((4N/25) + (24/5))) ="
The average age of the first seven people to arrive at Nikhil’s birthday is 21. When Vijay (29) arrived, the mean age is increased to 22. Marry (also 29) arrived next. The tenth and last person to arrive at Nikhil's party is Nikhil himself, and the mean age increased to 30 years. How old is Nikhil on his birthday?	 B) $95
Marla starts running around a circular track at the same time Nick starts walking around the same circular track. Marla completes 32 laps around the track per hour and Nick completes 12 laps around the track per hour. How many minutes after Marla and Nick begin moving will Marla have completed 5 more laps around the track than Nick?	 D)15
Proportion of Yuvaraj’s age to Ganguly’s age is 4:3. Yuvaraj will be 26 years old after 6 years. What is the age of Ganguly now?	 A
A man says that he gained 10 percent as profit in selling a suitable cloth material. He says if he had purchased the same one 10 percent cheaper than it was actual and if he had sold it for 20% profit he gets 25paise less. find at what price he sold the suit?	 C
Tanya's grandfather was 8 times older to her 16 years ago. He would be 3 times of her age 8 years from now. What was ratio of ages of Tanya and her grandfather 8 years ago.	 A
The least possible value of |89 - 9a|, where a is an integer, is	"Rationale: To find the least possible value of |89 - 9a|, we need to consider two cases:
1. When 89 - 9a ≥ 0, then |89 - 9a| = 89 - 9a
2. When 89 - 9a < 0, then |89 - 9a| = -(89 - 9a) = 9a - 89

For case (1):
When solving for when the expression is greater than or equal to zero:
89 - 9a ≥0
-9a ≥-89
Dividing by (-1), we get
=> a ≤ \(\frac{89}{9}\)
=> a ≤ \(8\frac{7}{9}\)

For case (2):
When solving for when the expression is less than zero:
\(8\frac{7}{9} < a < \infty\)

Therefore, the least possible value of |89 - 9a| occurs when a equals \(8\frac{7}{9}\), which gives us:
|89 - (8*10 + \(\frac{7}{3}\)) * (-1)| = |-1|
So, the least possible value of"
In tennis, service alternates for each game between the two players and the first player to win 6 games wins. A player winning 6-2 indicates that 8 games were played, of which the winning player won 6 and the losing player won 2.Rafa beat Roger in a set of tennis, winning six games to Roger’s three. Five games were won by the playerwho did not serve. Who served first?	 B) Roger
Ashish is given Rs. 158 in one-rupee denominations. He has been asked to allocate them into a number of bags such that any amount required between Re 1 and Rs. 158 can be given by handing out a certain number of bags without opening them. What is the minimum number of bags required?	" [E] None of these

Test Question: A rectangular garden has a length which is twice its width. If the area of the garden is \(144 \, m^2\), what are the dimensions (length and width) of the garden?
O: ['A)12m x 6m', 'B)8m x 4m', 'C)9m x 5m', 'D)10m x 5m', 'E)6m x3m']"
Last year Sahara, Tata, Singhania and Birla each has 250 industries. This year everyone has sold out 10 factories due to the recession of the economy and poor turnout. The average number of industries which of them now has	 A
Which of the following is the equation of a line that goes through the point (10,5) and has an x-intercept of 5.	 B) y = x-5
In a mixture of milk and water, there is only 26% water. After replacing the mixture with 7 liters of pure milk, the percentage of milk in the mixture become 76%. The quantity of the mixture is:	 B)91 liters
The least perfect square number, exactly divisible by 21, 36 and 56 is?	 [INS]
Mr. X died when his age was 1/59th of year of birth. What was his date of birth?	 [INS]
Santa distributes 2 gifts to every child in the street at the Christmas evening. He mistakenly gives 4 gifts to some children. If he distributed 50 gifts to 21 children. How many children got 4 gifts?	"Rationale: Let's denote the number of children who received 2 gifts as \(x\) and the number of children who received 4 gifts as \(y\).

From the given information, we know that:
1. Santa distributed a total of 50 gifts.
2. Each child who received 2 gifts got 2 gifts, and each child who received 4 gifts got 4 gifts.
3. There are a total of 21 children.

We can form two equations based on the above information:
1. \(2x + 4y = 50\) (Total number of gifts distributed)
2. \(x + y = 21\) (Total number of children)

Now, we need to solve these two equations simultaneously to find out how many children got 4 gifts.

Solving equation (2) for \(x\):
\(x = 21 - y\)

Substitute this value into equation (1):
\(2(21 - y) + 4y = 50\)
\(42 - 2y + 4y =50\)
\(42 +2y=50\)
\(2y=8\)
\(y=4 \)

Therefore, there were \(\boxed{D)4}\) children who"
The ratio of A’s and B’s salary is 9 : 4. If A’s salary is increased by 15%, then his total salary becomes 5175. What is the salary of B?	 A)2000
Of two numbers, 4 times the smaller one is less then 3 times the larger one by 5. If the sum of the numbers is larger than 6 times their difference by 6, find the two numbers.	"Rationale: Let's denote the smaller number as \( x \) and the larger number as \( y \).

Given conditions:
1. \( 4x = 3y - 5 \)
2. \( x + y > 6(y - x) + 6 \)

From the first equation, we can rewrite it as \( 4x + 5 = 3y \) or equivalently, \( y = \frac{4x+5}{3} \).

Substitute this expression for \( y \) into the second equation:
\( x + \frac{4x+5}{3} > 6(\frac{4x+5}{3} - x) + 6 \\
3x + 4x + 5 > 24 - 6x +15 +6 \\
7x +5 > -6x +45 \\
13x >40 \\
\Rightarrow x>3.\overline{07}\)

Since both numbers are integers, let's try with \( x=4\) to satisfy all conditions.

For \( x=4\):
\( y = \frac{4*4+5}{3} =9\)

Therefore, the two numbers are $59$ and $63$.

"
Cost of 3 cricket balls = cost of 2 pairs of leg pads. Cost of 3 pairs of leg pads = cost of 2 pairs of gloves. Cost of 3 pairs of gloves = cost of 2 cricket bats. If a cricket bat costs Rs 54, what is the cost of a cricket ball?	 D)16
Peter piper picked a pack of pickled peppers according to the function Y=(1/X)*X^3-7. If X=3 how many pickled peppers did he pick?	 D)2
John invested $100 in each of the funds A and B. After one year, the value of the money in fund A was $10 higher than the value of the money in fund B. After another year, the value of the money in fund A was $25 higher than the value of the money in fund B. If the value of the money in each fund increased by a fixed interest compounded annually, what was the annual interest of fund A?	 [A]20%
If P represents a single digit in the four digit number x=18P6, how many different values of P are there such that x is divisible by 8?	 C)2
Vegetables contains 68% water and green vegetables contains 20% water. How much green vegetables can be obtained from 100 kg of Vegetables ?	 E)40
M is a set of even numbers from 1 to 23 and odd numbers from 24 to 100. Find no. of zeroes in the sum of all values in the set.	"Rationale: To find the sum of all values in set M, we need to calculate the sum of even numbers from 1 to 23 and odd numbers from 24 to 100 separately.

For even numbers from 1 to 23:
The sum of an arithmetic series is given by the formula: Sum = (n/2)(first term + last term), where n is the number of terms.
In this case, there are (23-1)/2 + 1 = 12 even numbers.
The first even number is 2 and the last even number is 22.
Sum of even numbers = (12/2)(2 + 22) = 12 * 24 =288.

For odd numbers from 24 to 100:
Similarly, there are (100-24)/2 +1=39 odd numbers between them.
The first odd number is 25 and the last odd number is 99.
Sum of odd numbers = (39/2)(25+99) =19*124=2356.

Adding both sums together: 
Total sum=288+2356=2644

Now, counting the number of zeroes in this sum:
There are two zeroes in each multiple of ten. In our total sum, we have"
During a 10-week period, a doughnut store conducted a promotion by giving away one free doughnut with every doughnut purchased. If the store sold and gave away a total of K doughnuts per week, and each doughnut was sold for $0.25, how many dollars worth of doughnuts did the store give away?	"Rationale: Let's break down the information given in the question:
- During a 10-week period, a doughnut store conducted a promotion by giving away one free doughnut with every doughnut purchased.
- The store sold and gave away a total of K doughnuts per week.
- Each doughnut was sold for $0.25.

Since the promotion gives away one free doughnut with every purchase, for each paid doughnut sold at $0.25, there is another free one given away. This means that for every two doughnuts (one paid and one free), the store receives $0.25.

Therefore, if K represents the total number of both paid and free doughnuts sold per week, then the revenue from these sales would be 0.25 * (K/2) = 0.125K dollars worth of paid-for donuts.

However, we are interested in how many dollars worth of donuts did the store give away for free during this promotion. Since each pair of donuts consists of one paid ($0.25) and one free donut, the value of each pair is $0.25 + $0 = $0.25.

Thus, to find out how many dollars worth of donuts were given away"
The mean proportional between 45 and a certain number is three times the mean proportional between 5 and 22. The number is ?	 C
x contains 85% water and 15% oil; how many more liters of water than liters of oil are in 200 liters of solution x?	 D
A batsman has scored an average of 46 runs for a certain number of innings played in England. When he came back to India, he played another two test matches of two innings each and scored at an average of 55 runs. For the innings in England and in India taken together, he has improved his average by 2 runs over the matches played in England. Find the number of innings played in England.	 C
Mr. Bean chooses a number and he keeps on doubling the number followed by subtracting one from it, if he chooses 3 as initial number and he repeats the operation for 30 times then what is the final result?	 [INS]
There was a simple interest of Rs. 4016.25 on a principal amount at the rate of 9% p.a. in 5 years. Find the principal amount.	 B)Rs.8925
A fair coin is tossed 6 times. If heads appears on the first 2 tosses, then what is the total number of heads we would expect after all 6 tosses.	 C)4
A rectangle has twice the area of a square. The length of the rectangle is 14 cm greater than that side of the square whereas breadth is equal to side of the square. Find the perimeter of the square?	 C
In a shipment of 120 machine parts, 5 percent were defective. In a shipment of 80 machine parts, 10 percent were defective. For the two shipments combined, what percent of the machine parts were defective?	 C
John buys koolaid for 12$ at a local store. If he bought it at the wholesale store he would get an extra liter of koolaid for the same cost. Also, the koolaid is 1$ cheaper per liter at the wholesale store. What is the price per liter of the koolaid at the local store?	 C
Box W and Box V each contain several blue sticks and red sticks, and all of the red sticks have the same length. The length of each red stick is 19 inches less that the average length of the sticks in Box W and 6 inches greater than the average length of the sticks in Box V. What is the average (arithmetic mean) length, in inches, of the sticks in Box W minus the average length, in inches, of the sticks in Box V?	 D)25
"A circular gear with a diameter of 25 cm is mounted directly over another circular gear with a diameter of 100 cm. Both gears run on the same axle at their exact centers and each gear has a single notch at the 12 o'clock position. At the same moment, the gears start to rotate at the same rate in cm/s, with the larger gear moving clockwise and the smaller gear moving anticlockwise.
How far in centimeters will the notch on the larger gear have moved the second time the notches pass each other?"	 A) $400π$
A college has 10 basketball players. A 5-member team and a captain will be selected out of these 10 players. How many different selections can be made?	 D)1260
A canteen requires 62 kgs of wheat for 6 days. How many kgs of wheat will it require for 60 days?	 A)620 kgs
Under a buy one get one free offer, with the selling price of a t-shirt of 4200. The shopkeeper says he got 33.33% profit. What is cost price ?	 [INS]
1 year ago, Promila was 4 times as old as her daughter Jenilia. In 6 years, Promila's age will exceed her daughter’s age by 9 years. The ratio of the present ages of Promila and her daughter is :	 A)13:4
Manoj left home for the bus stop 15 minutes earlier than the usual time. It takes 10 minutes to reach the stop. He reached the stop at 8.40 AM. What time does he usually leave home for the bus stop?	 C) **8:45 PM**
If a quarter kilogram costs Rs.60 then how much will cost for 150 grams?	 C
A shop is offering discounts on shirts costing $20 each. If someone buys 2 shirts, he will be offered a discount of 15% on the first shirt and another 10% discount on the reduced price for the second shirt. How much would one pay for two shirts at this shop?	 D)$32.6
John and Mike had equal amount of money in savings at the beginning of last year. Then, Mike’s savings increased by 20% by the end of last year and decreased by 20% this year. John’s savings at first decreased by 20% by the end of last year and then increased by 20% this year. What percentage of John’s and Mike’s savings combined are John’s savings alone?	 C
"A shopkeeper gives a full bottle of soft drink in return for five empty bottles. A guy has 77 empty bottles and he can use them to get full soft drink bottles.
How many filled bottles will he be able to collect?"	 A)15
"A salesman enters the quantity sold and the price into the computer. Both the numbers are two-digit numbers. But, by mistake, both the numbers were entered with their digits interchanged. The total sales value remained the same, i.e. Rs. 1,148, but the inventory reduced by 54.
What is the actual price per piece?"	"Rationale: Let the actual quantity sold be 10a + b and the actual price per piece be 10c + d. The total sales value is given as (10a + b)(10c + d) = 1148.

When the digits are interchanged, the new quantity sold becomes 10b + a and the new price per piece becomes 10d + c. The new total sales value is then (10b + a)(10d + c).

Given that both total sales values are equal, we have:
(10a + b)(10c + d) = (10b + a)(10d + c)
100ac - ad - bc = 100bd - ad - bc
100ac = 100bd
ac = bd

Since a, b, c, and d are all single-digit numbers, we can see that one pair of numbers must be {1,5} or {2,4}. However, since inventory reduced by 54 units when interchanging digits of quantity and price sold:

(11a - 11b) * (11c - 11d) = 54

The only possible combination for this to hold true is {2,4} for a,b,c,d which"
For a candidate to clear an examination, he/she must score 55% marks. If he/she gets 120 and fails by 78 marks, the total marks for the examination is	 C
The volume of a wall, 5 times as high as it is broad and 8 times as long as it is high, is 12.8 cubic meters. Find the breadth of the wall.	 E) None of these
A car travels at a speed of x kilometers per p hours. How many meters will it travel in s seconds, in terms of s, p and x. (xps ≠ 0; 1 kilometer = 1000 meters)?	" A) xs/(3.6p)

Test Question: If a boat travels at a speed of y kilometers per q hours, how many meters will it travel in t seconds, in terms of t, q and y? 
O: ['A)yt/(3.6q)', 'B)1000yt/q', 'C)yt/q', 'D)60yt/q', 'E)yt*10^(-3)*3.6*q']"
Anil invests an amount for 2 years at the rate of 15% per annum at simple interest.Had he invested in a scheme in which interest was compounded yearly he would have got Rs.450 more. Find the principal	 C
The ratio between the speeds of the A and B is 2:3, and therefore A takes 10 min more than the time taken by B to reach the destination. If A had walked at double the speed, he would have covered the distance in	 A
