,question,choices,answer,unit,table_title,table,table_for_pd,row_num,column_num,solution,ques_type,ans_type,grade,split,cluster,index
10057,The art club made a table showing the ages of its members. What is the range of the numbers?,,4,,Club members' ages,"Name | Age (years)
Sasha | 6
Farid | 10
Tracy | 9
Zeke | 8
Kinsley | 8","{'Name': ['Sasha', 'Farid', 'Tracy', 'Zeke', 'Kinsley'], 'Age (years)': ['6', '10', '9', '8', '8']}",6,2,"Read the numbers from the table.

6, 10, 9, 8, 8

First, find the greatest number. The greatest number is 10.

Next, find the least number. The least number is 6.

Subtract the least number from the greatest number:

10 − 6 = 4

The range is 4.",free_text,integer_number,6,train,0,1121
22868,"For a few weeks, a music producer kept track of newly released songs on a music streaming website. He recorded the music genre and number of times the song was played on its release date. What is the probability that a randomly selected song was country and had 0-500 plays? Simplify any fractions.",,3/20,,," | 0-500 plays | 501-1,000 plays
Country | 3 | 5
Rock | 5 | 7","{'Column 1': ['', 'Country', 'Rock'], 'Column 2': ['0-500 plays', '3', '5'], 'Column 3': ['501-1,000 plays', '5', '7']}",3,3,"Let A be the event ""the song was country"" and B be the event ""the song had 0-500 plays"".
To find the probability that a song was country and had 0-500 plays, first identify the sample space and the event.
The outcomes in the sample space are the different songs. Each song is equally likely to be selected, so this is a uniform probability model.
The event is A and B, ""the song was country and had 0-500 plays"".
Since this is a uniform probability model, count the number of outcomes in the event A and B and count the total number of outcomes. Then, divide them to compute the probability.

Find the number of outcomes in the event A and B.
A and B is the event ""the song was country and had 0-500 plays"", so look at the table to see how many songs were country and had 0-500 plays.
The number of songs that were country and had 0-500 plays is 3.

Find the total number of outcomes.
Add all the numbers in the table to find the total number of songs.
3 + 5 + 5 + 7 = 20

Find P(A and B).
Since all outcomes are equally likely, the probability of event A and B is the number of outcomes in event A and B divided by the total number of outcomes.
P(A and B) = \frac{# of outcomes in A and B}{total # of outcomes}
 = \frac{3}{20}
The probability that a song was country and had 0-500 plays is \frac{3}{20}.",free_text,decimal_number,8,train,1,4369
18732,How much money does Kelsey need to buy a stuffed animal and a video game?,,31.19,$,,"stuffed animal | $10.53
toy piano | $24.05
video game | $20.66
trampoline | $92.47","{'Column 1': ['stuffed animal', 'toy piano', 'video game', 'trampoline'], 'Column 2': ['$10.53', '$24.05', '$20.66', '$92.47']}",4,2,"Add the price of a stuffed animal and the price of a video game:

$10.53 + $20.66 = $31.19

Kelsey needs $31.19.",free_text,decimal_number,8,train,2,1753
11684,"Look at the table. Then answer the question. At a price of $205, is there a shortage or a surplus?","['shortage', 'surplus']",surplus,,,"Price | Quantity demanded | Quantity supplied
$45 | 17,400 | 20,400
$205 | 13,500 | 20,900
$365 | 9,600 | 21,400
$525 | 5,700 | 21,900
$685 | 1,800 | 22,400","{'Price': ['$45', '$205', '$365', '$525', '$685'], 'Quantity demanded': ['17,400', '13,500', '9,600', '5,700', '1,800'], 'Quantity supplied': ['20,400', '20,900', '21,400', '21,900', '22,400']}",6,3,"At the price of $205, the quantity demanded is less than the quantity supplied. There is too much of the good or service for sale at that price. So, there is a surplus.
",multi_choice,boolean_text,5,train,3,12312
11843,Look at the following schedule. Dylan just missed the 10.45 A.M. train at the science museum. What time is the next train?,"['11:00 A.M.', '12:30 P.M.', '11:30 A.M.', '12:15 P.M.']",11:00 A.M.,,Light rail train schedule,"science museum | 10:30 A.M. | 10:45 A.M. | 11:00 A.M.
grocery store | 11:00 A.M. | 11:15 A.M. | 11:30 A.M.
town square | 11:30 A.M. | 11:45 A.M. | 12:00 P.M.
city hall | 12:00 P.M. | 12:15 P.M. | 12:30 P.M.
park | 12:30 P.M. | 12:45 P.M. | 1:00 P.M.
downtown | 1:00 P.M. | 1:15 P.M. | 1:30 P.M.","{'Column 1': ['science museum', 'grocery store', 'town square', 'city hall', 'park', 'downtown'], 'Column 2': ['10:30 A.M.', '11:00 A.M.', '11:30 A.M.', '12:00 P.M.', '12:30 P.M.', '1:00 P.M.'], 'Column 3': ['10:45 A.M.', '11:15 A.M.', '11:45 A.M.', '12:15 P.M.', '12:45 P.M.', '1:15 P.M.'], 'Column 4': ['11:00 A.M.', '11:30 A.M.', '12:00 P.M.', '12:30 P.M.', '1:00 P.M.', '1:30 P.M.']}",6,4,"Find 10:45 A. M. in the row for the science museum.

Look for the next train in that row.

The next train is at 11:00 A. M.",multi_choice,extractive_text,4,train,4,4894
1612,Olivia graphed the daily low temperature for 7 days. What is the median of the numbers?,,9,,Daily low temperature,"Day | Temperature (Â°C)
Thursday | 8
Friday | 7
Saturday | 10
Sunday | 5
Monday | 10
Tuesday | 10
Wednesday | 9","{'Day': ['Thursday', 'Friday', 'Saturday', 'Sunday', 'Monday', 'Tuesday', 'Wednesday'], 'Temperature (Â°C)': ['8', '7', '10', '5', '10', '10', '9']}",8,2,"Read the numbers from the table.

8, 7, 10, 5, 10, 10, 9

First, arrange the numbers from least to greatest:

5, 7, 8, 9, 10, 10, 10

Now find the number in the middle.

5, 7, 8, 9, 10, 10, 10

The number in the middle is 9.

The median is 9.",free_text,integer_number,7,train,0,5912
12121,"Danny is the proud owner of an eclectic bow tie collection. He keeps track of how many bow ties he has, and organizes them by pattern and material. What is the probability that a randomly selected bow tie is designed with swirls and is made of cotton? Simplify any fractions.",,3/20,,," | Velvet | Cotton
Zigzags | 7 | 5
Swirls | 5 | 3","{'': ['Zigzags', 'Swirls'], 'Velvet': ['7', '5'], 'Cotton': ['5', '3']}",3,3,"Let A be the event ""the bow tie is designed with swirls"" and B be the event ""the bow tie is made of cotton"".
To find the probability that a bow tie is designed with swirls and is made of cotton, first identify the sample space and the event.
The outcomes in the sample space are the different bow ties. Each bow tie is equally likely to be selected, so this is a uniform probability model.
The event is A and B, ""the bow tie is designed with swirls and is made of cotton"".
Since this is a uniform probability model, count the number of outcomes in the event A and B and count the total number of outcomes. Then, divide them to compute the probability.

Find the number of outcomes in the event A and B.
A and B is the event ""the bow tie is designed with swirls and is made of cotton"", so look at the table to see how many bow ties are designed with swirls and are made of cotton.
The number of bow ties that are designed with swirls and are made of cotton is 3.

Find the total number of outcomes.
Add all the numbers in the table to find the total number of bow ties.
7 + 5 + 5 + 3 = 20

Find P(A and B).
Since all outcomes are equally likely, the probability of event A and B is the number of outcomes in event A and B divided by the total number of outcomes.
P(A and B) = \frac{# of outcomes in A and B}{total # of outcomes}
 = \frac{3}{20}
The probability that a bow tie is designed with swirls and is made of cotton is \frac{3}{20}.",free_text,decimal_number,8,train,1,4960
3047,How much money does Xavier need to buy 4 Quarter horses and 7 Clydesdale horses?,,"40,766",$,,"Quarter horse | $6,877.00
Andalusian horse | $3,352.00
Clydesdale horse | $1,894.00
Thoroughbred horse | $1,554.00
Appaloosa horse | $2,869.00
Arabian horse | $8,838.00","{'Column 1': ['Quarter horse', 'Andalusian horse', 'Clydesdale horse', 'Thoroughbred horse', 'Appaloosa horse', 'Arabian horse'], 'Column 2': ['$6,877.00', '$3,352.00', '$1,894.00', '$1,554.00', '$2,869.00', '$8,838.00']}",6,2,"Find the cost of 4 Quarter horses.

$6,877.00 × 4 = $27,508.00

Find the cost of 7 Clydesdale horses.

$1,894.00 × 7 = $13,258.00

Now find the total cost.

$27,508.00 + $13,258.00 = $40,766.00

Xavier needs $40,766.00.",free_text,integer_number,7,train,2,15785
2350,The table shows a function. Is the function linear or nonlinear?,"['linear', 'nonlinear']",nonlinear,,,"x | y
6 | 6
7 | 14
8 | 18","{'x': ['6', '7', '8'], 'y': ['6', '14', '18']}",4,2,"To determine whether the function is linear or nonlinear, see whether it has a constant rate of change.
Pick the points in any two rows of the table and calculate the rate of change between them. The first two rows are a good place to start.
Call the values in the first row x1 and y1. Call the values in the second row x2 and y2.
Rate of change = \frac{y2 - y1}{x2 - x1}
 = \frac{14 - 6}{7 - 6}
 = \frac{8}{1}
 = 8
Now pick any other two rows and calculate the rate of change between them.
Call the values in the second row x1 and y1. Call the values in the third row x2 and y2.
Rate of change = \frac{y2 - y1}{x2 - x1}
 = \frac{18 - 14}{8 - 7}
 = \frac{4}{1}
 = 4
The rate of change is not the same for each pair of points. So, the function does not have a constant rate of change.
The function is nonlinear.",multi_choice,boolean_text,8,train,3,8718
4836,Look at the following schedule. When does the train arrive at the library?,"['12:50 P.M.', '12:25 P.M.', '12:15 P.M.', '11:35 A.M.']",12:25 P.M.,,Light rail train schedule,"Location | Time
zoo | 10:50 A.M.
art museum | 11:10 A.M.
high school | 11:35 A.M.
science museum | 11:55 A.M.
university | 12:15 P.M.
library | 12:25 P.M.
basketball stadium | 12:50 P.M.
grocery store | 12:55 P.M.
swimming pool | 1:25 P.M.","{'Location': ['zoo', 'art museum', 'high school', 'science museum', 'university', 'library', 'basketball stadium', 'grocery store', 'swimming pool'], 'Time': ['10:50 A.M.', '11:10 A.M.', '11:35 A.M.', '11:55 A.M.', '12:15 P.M.', '12:25 P.M.', '12:50 P.M.', '12:55 P.M.', '1:25 P.M.']}",10,2,"Find the library on the schedule. Find the arrival time for the library.

library: 12:25 P. M.",multi_choice,extractive_text,3,train,4,9933
26785,A technical support line tracked how many calls it received each day. What is the median of the numbers?,,18,,Phone calls received,"Day | Number of calls
Saturday | 11
Sunday | 24
Monday | 21
Tuesday | 18
Wednesday | 11","{'Day': ['Saturday', 'Sunday', 'Monday', 'Tuesday', 'Wednesday'], 'Number of calls': ['11', '24', '21', '18', '11']}",6,2,"Read the numbers from the table.

11, 24, 21, 18, 11

First, arrange the numbers from least to greatest:

11, 11, 18, 21, 24

Now find the number in the middle.

11, 11, 18, 21, 24

The number in the middle is 18.

The median is 18.",free_text,integer_number,5,train,0,1318
14561,A school district compared how many students attend each elementary school. Which school has the fewest students?,"['Canyon Elementary', 'Pine Elementary', 'Roseville Elementary', 'Eastside Elementary']",Pine Elementary,,Elementary school attendance,"School | Number of students
Canyon Elementary | 562
Pine Elementary | 526
Roseville Elementary | 568
Eastside Elementary | 552","{'School': ['Canyon Elementary', 'Pine Elementary', 'Roseville Elementary', 'Eastside Elementary'], 'Number of students': ['562', '526', '568', '552']}",5,2,"Find the least number in the table. Remember to compare the numbers starting with the highest place value. The least number is 526.

Now find the corresponding school. Pine Elementary corresponds to 526.",multi_choice,extractive_text,2,train,1,1757
13965,Russell has $649.00. Does he have enough to buy a wooden bench and an iron bench?,"['yes', 'no']",yes,,,"iron bench | $314.00
leaf blower | $294.00
picnic table | $233.00
wooden bench | $327.00
barbecue grill | $127.00","{'Column 1': ['iron bench', 'leaf blower', 'picnic table', 'wooden bench', 'barbecue grill'], 'Column 2': ['$314.00', '$294.00', '$233.00', '$327.00', '$127.00']}",5,2,"Add the price of a wooden bench and the price of an iron bench:

$327.00 + $314.00 = $641.00

$641.00 is less than $649.00. Russell does have enough money.",multi_choice,boolean_text,8,train,2,5691
30630,The table shows a function. Is the function linear or nonlinear?,"['linear', 'nonlinear']",linear,,,"x | y
12 | 12
13 | 14
14 | 16","{'x': ['12', '13', '14'], 'y': ['12', '14', '16']}",4,2,"To determine whether the function is linear or nonlinear, see whether it has a constant rate of change.
Pick the points in any two rows of the table and calculate the rate of change between them. The first two rows are a good place to start.
Call the values in the first row x1 and y1. Call the values in the second row x2 and y2.
Rate of change = \frac{y2 - y1}{x2 - x1}
 = \frac{14 - 12}{13 - 12}
 = \frac{2}{1}
 = 2
Now pick any other two rows and calculate the rate of change between them.
Call the values in the second row x1 and y1. Call the values in the third row x2 and y2.
Rate of change = \frac{y2 - y1}{x2 - x1}
 = \frac{16 - 14}{14 - 13}
 = \frac{2}{1}
 = 2
The two rates of change are the same.
If you checked the rate of change between rows 1 and 3, you would find that it is also 2.
This means the rate of change is the same for each pair of points. So, the function has a constant rate of change.
The function is linear.",multi_choice,boolean_text,8,train,3,322
3120,Look at the following schedule. When does the train arrive at Centerville?,"['1:05 P.M.', '1:55 P.M.', '3:05 P.M.', '11:15 A.M.']",11:15 A.M.,,Train schedule,"Location | Arrive | Depart
Livingston | 9:20 A.M. | 9:30 A.M.
Springdale | 10:05 A.M. | 10:15 A.M.
Centerville | 11:15 A.M. | 11:20 A.M.
Greenwood | 1:05 P.M. | 1:20 P.M.
Hampton | 1:55 P.M. | 2:05 P.M.
Lakeside | 3:05 P.M. | 3:20 P.M.
Middletown | 3:50 P.M. | 4:05 P.M.
Sparrowtown | 5:50 P.M. | 5:55 P.M.","{'Location': ['Livingston', 'Springdale', 'Centerville', 'Greenwood', 'Hampton', 'Lakeside', 'Middletown', 'Sparrowtown'], 'Arrive': ['9:20 A.M.', '10:05 A.M.', '11:15 A.M.', '1:05 P.M.', '1:55 P.M.', '3:05 P.M.', '3:50 P.M.', '5:50 P.M.'], 'Depart': ['9:30 A.M.', '10:15 A.M.', '11:20 A.M.', '1:20 P.M.', '2:05 P.M.', '3:20 P.M.', '4:05 P.M.', '5:55 P.M.']}",9,3,"Find Centerville on the schedule. Find the arrival time for Centerville.

Centerville: 11:15 A. M.",multi_choice,extractive_text,3,train,4,6213
29353,Haley recalled how many goals she had made in soccer practice each day. What is the median of the numbers?,,5,,Goals made,"Day | Number of goals
Thursday | 7
Friday | 2
Saturday | 7
Sunday | 5
Monday | 0","{'Day': ['Thursday', 'Friday', 'Saturday', 'Sunday', 'Monday'], 'Number of goals': ['7', '2', '7', '5', '0']}",6,2,"Read the numbers from the table.

7, 2, 7, 5, 0

First, arrange the numbers from least to greatest:

0, 2, 5, 7, 7

Now find the number in the middle.

0, 2, 5, 7, 7

The number in the middle is 5.

The median is 5.",free_text,integer_number,5,train,0,35
4525,Connor and his brother are at a store shopping for a beanbag chair for their school's library. The store sells beanbag chairs with different fabrics and types of filling. What is the probability that a randomly selected beanbag chair is made from suede and is filled with beads? Simplify any fractions.,,4/19,,," | Foam | Beads
Velvet | 4 | 6
Suede | 5 | 4","{'': ['Velvet', 'Suede'], 'Foam': ['4', '5'], 'Beads': ['6', '4']}",3,3,"Let A be the event ""the beanbag chair is made from suede"" and B be the event ""the beanbag chair is filled with beads"".
To find the probability that a beanbag chair is made from suede and is filled with beads, first identify the sample space and the event.
The outcomes in the sample space are the different beanbag chairs. Each beanbag chair is equally likely to be selected, so this is a uniform probability model.
The event is A and B, ""the beanbag chair is made from suede and is filled with beads"".
Since this is a uniform probability model, count the number of outcomes in the event A and B and count the total number of outcomes. Then, divide them to compute the probability.

Find the number of outcomes in the event A and B.
A and B is the event ""the beanbag chair is made from suede and is filled with beads"", so look at the table to see how many beanbag chairs are made from suede and are filled with beads.
The number of beanbag chairs that are made from suede and are filled with beads is 4.

Find the total number of outcomes.
Add all the numbers in the table to find the total number of beanbag chairs.
4 + 5 + 6 + 4 = 19

Find P(A and B).
Since all outcomes are equally likely, the probability of event A and B is the number of outcomes in event A and B divided by the total number of outcomes.
P(A and B) = \frac{# of outcomes in A and B}{total # of outcomes}
 = \frac{4}{19}
The probability that a beanbag chair is made from suede and is filled with beads is \frac{4}{19}.",free_text,decimal_number,8,train,1,1051
30763,How much more does a blender cost than a CD player?,,11.24,$,,"CD player | $18.55
radio | $20.46
telephone | $48.32
CD | $17.75
blender | $29.79
microphone | $22.09","{'Column 1': ['CD player', 'radio', 'telephone', 'CD', 'blender', 'microphone'], 'Column 2': ['$18.55', '$20.46', '$48.32', '$17.75', '$29.79', '$22.09']}",6,2,"Subtract the price of a CD player from the price of a blender.

$29.79 - $18.55 = $11.24

A blender costs $11.24 more than a CD player.",free_text,decimal_number,5,train,2,14395
5342,"Look at the table. Then answer the question. At a price of $1,395, is there a shortage or a surplus?","['shortage', 'surplus']",surplus,,,"Price | Quantity demanded | Quantity supplied
$915 | 21,100 | 2,600
$1,075 | 17,700 | 6,300
$1,235 | 14,300 | 10,000
$1,395 | 10,900 | 13,700
$1,555 | 7,500 | 17,400","{'Price': ['$915', '$1,075', '$1,235', '$1,395', '$1,555'], 'Quantity demanded': ['21,100', '17,700', '14,300', '10,900', '7,500'], 'Quantity supplied': ['2,600', '6,300', '10,000', '13,700', '17,400']}",6,3,"At the price of $1,395, the quantity demanded is less than the quantity supplied. There is too much of the good or service for sale at that price. So, there is a surplus.
",multi_choice,boolean_text,5,train,3,3150
30074,Look at the following schedule. How long does it take to get from the school to the mall?,"['1 hour and 45 minutes', '2 hours and 30 minutes', '15 minutes', '30 minutes']",2 hours and 30 minutes,,Bus schedule,"the post office | 8:00 A.M. | 9:15 A.M. | 9:45 A.M.
the library | 9:00 A.M. | 10:15 A.M. | 10:45 A.M.
the doctor's office | 9:30 A.M. | 10:45 A.M. | 11:15 A.M.
the playground | 10:30 A.M. | 11:45 A.M. | 12:15 P.M.
the school | 10:45 A.M. | 12:00 P.M. | 12:30 P.M.
the grocery store | 11:30 A.M. | 12:45 P.M. | 1:15 P.M.
the science museum | 12:30 P.M. | 1:45 P.M. | 2:15 P.M.
the mall | 1:15 P.M. | 2:30 P.M. | 3:00 P.M.","{'Column 1': ['the post office', 'the library', ""the doctor's office"", 'the playground', 'the school', 'the grocery store', 'the science museum', 'the mall'], 'Column 2': ['8:00 A.M.', '9:00 A.M.', '9:30 A.M.', '10:30 A.M.', '10:45 A.M.', '11:30 A.M.', '12:30 P.M.', '1:15 P.M.'], 'Column 3': ['9:15 A.M.', '10:15 A.M.', '10:45 A.M.', '11:45 A.M.', '12:00 P.M.', '12:45 P.M.', '1:45 P.M.', '2:30 P.M.'], 'Column 4': ['9:45 A.M.', '10:45 A.M.', '11:15 A.M.', '12:15 P.M.', '12:30 P.M.', '1:15 P.M.', '2:15 P.M.', '3:00 P.M.']}",8,4,"Read the times in the first column for the school and the mall.

Find the elapsed time between 10:45 A. M. and 1:15 P. M. The elapsed time is 2 hours and 30 minutes.

No matter which column of times you look at, the elapsed time is always 2 hours and 30 minutes.",multi_choice,other_text,4,train,4,7349
30924,Alice looked at her calendar to figure out how much time she spent babysitting each month. What is the range of the numbers?,,3,,Hours of babysitting,"Month | Hours
April | 21
May | 22
June | 22
July | 19
August | 22","{'Month': ['April', 'May', 'June', 'July', 'August'], 'Hours': ['21', '22', '22', '19', '22']}",6,2,"Read the numbers from the table.

21, 22, 22, 19, 22

First, find the greatest number. The greatest number is 22.

Next, find the least number. The least number is 19.

Subtract the least number from the greatest number:

22 − 19 = 3

The range is 3.",free_text,integer_number,5,train,0,12502
14094,"For Earth Day, Arlington High's environmental club tracked the number of seeds planted by its members. How many members planted exactly 5 seeds?",,20,,Planting seeds in the garden,"Seeds planted | Frequency
0 | 15
1 | 1
2 | 19
3 | 6
4 | 4
5 | 20","{'Seeds planted': ['0', '1', '2', '3', '4', '5'], 'Frequency': ['15', '1', '19', '6', '4', '20']}",7,2,"Find the row for 5 seeds and read the frequency. The frequency is 20.

20 members planted exactly 5 seeds.",free_text,integer_number,8,train,1,775
36920,How much more does a jersey signed by a famous hockey player cost than a book signed by a famous author?,,60.06,$,,"CD signed by a famous band | $66.50
DVD signed by a famous comedian | $56.83
photograph signed by a famous singer | $54.44
jersey signed by a famous hockey player | $94.34
book signed by a famous author | $34.28","{'Column 1': ['CD signed by a famous band', 'DVD signed by a famous comedian', 'photograph signed by a famous singer', 'jersey signed by a famous hockey player', 'book signed by a famous author'], 'Column 2': ['$66.50', '$56.83', '$54.44', '$94.34', '$34.28']}",5,2,"Subtract the price of a book signed by a famous author from the price of a jersey signed by a famous hockey player.

$94.34 - $34.28 = $60.06

A jersey signed by a famous hockey player costs $60.06 more than a book signed by a famous author.",free_text,decimal_number,4,train,2,6596
15242,Look at this table. Is this relation a function?,"['yes', 'no']",no,,,"x | y
14 | 9
14 | 10
15 | 15","{'x': ['14', '14', '15'], 'y': ['9', '10', '15']}",4,2,"Look at the x-values in the table.

The x-value 14 is paired with multiple y-values, so the relation is not a function.",multi_choice,boolean_text,8,train,3,353
18830,Look at the following schedule. Which movie ends at 1.10 P.M.?,"['Pirates in Pirate Ships', 'Kung Fu Madness', 'Two People Happy Together', 'The Caped Hero Returns']",Two People Happy Together,,Movie schedule,"Movie | Begin | End
The Caped Hero Returns | 9:00 A.M. | 10:00 A.M.
Scary Ghost Movie | 9:25 A.M. | 11:35 A.M.
Two People Happy Together | 11:05 A.M. | 1:10 P.M.
Pirates in Pirate Ships | 12:20 P.M. | 2:55 P.M.
Music Band: True Story of the Musicians | 2:25 P.M. | 5:05 P.M.
Kung Fu Madness | 4:20 P.M. | 5:35 P.M.
The Life of a President | 4:55 P.M. | 6:35 P.M.","{'Movie': ['The Caped Hero Returns', 'Scary Ghost Movie', 'Two People Happy Together', 'Pirates in Pirate Ships', 'Music Band: True Story of the Musicians', 'Kung Fu Madness', 'The Life of a President'], 'Begin': ['9:00 A.M.', '9:25 A.M.', '11:05 A.M.', '12:20 P.M.', '2:25 P.M.', '4:20 P.M.', '4:55 P.M.'], 'End': ['10:00 A.M.', '11:35 A.M.', '1:10 P.M.', '2:55 P.M.', '5:05 P.M.', '5:35 P.M.', '6:35 P.M.']}",8,3,Find 1:10 P. M. on the schedule. Two People Happy Together ends at 1:10 P. M.,multi_choice,extractive_text,3,train,4,13221
